38.0,57,26,0.5,2,13
38.0,60,26,0.5,1,13
38.0,65,26,0.5,1,13
38.0,72,26,0.5,1,13
38.5,59,26,0.5,2,13
38.5,62,26,0.5,1,13
38.5,74,26,0.5,1,13
39.0,60,26,0.5,2,14
39.0,67,26,0.5,1,14
39.0,67,26,1.0,1,14
39.0,72,26,1.0,1,14
39.5,59,26,0.5,2,14
39.5,77,26,0.5,1,14
40.0,60,26,0.5,2,14
40.0,72,26,1.5,1,14
40.0,76,26,1.5,1,14
40.5,55,27,0.5,2,14
41.0,55,27,0.5,2,14
41.5,53,27,0.5,2,14
41.5,74,27,0.5,1,14
42.0,52,27,0.5,2,15
42.0,79,27,0.5,1,15
42.5,53,27,0.5,2,15
42.5,81,27,0.5,1,15
43.0,52,27,0.5,2,15
43.0,67,27,0.5,1,15
43.0,72,27,1.0,1,15
43.0,79,27,0.5,1,15
43.5,48,27,0.5,2,15
43.5,64,27,0.5,1,15
43.5,76,27,0.5,1,15
44.0,50,27,0.5,2,15
44.0,65,27,0.5,1,15
44.0,71,27,0.5,1,15
44.0,77,27,0.5,1,15
44.5,52,27,0.5,2,15
44.5,60,27,0.5,1,15
44.5,65,27,0.5,1,15
44.5,79,27,0.5,1,15
45.0,53,27,0.5,2,16
45.0,72,27,0.5,1,16
45.5,52,27,0.5,2,16
45.5,84,27,0.5,1,16
46.0,50,27,1.5,2,16
46.0,60,27,0.0,1,16
46.0,60,27,0.0,1,16
46.0,65,27,1.5,1,16
46.0,67,28,0.0,1,16
46.0,69,28,0.0,1,16
46.0,71,28,1.5,1,16
46.0,72,28,0.0,1,16
46.0,83,28,1.5,1,16
47.5,48,28,0.5,2,16
47.5,84,28,0.5,1,16
48.0,55,28,1.5,2,17
48.0,62,28,1.5,1,17
48.0,67,28,1.5,1,17
48.0,71,28,1.5,1,17
48.0,86,28,0.5,1,17
48.5,79,28,0.5,1,17
49.0,84,28,1.5,1,17
49.5,52,28,0.5,2,17
49.5,60,28,0.5,1,17
49.5,67,29,0.5,1,17
49.5,72,29,0.5,1,17
50.0,48,29,0.5,2,17
50.0,64,29,1.0,1,17
50.0,72,29,1.0,1,17
50.5,58,29,0.5,2,17
50.5,84,29,0.5,1,17
51.0,57,29,0.5,2,18
51.0,65,29,1.0,1,18
51.0,72,29,1.0,1,18
51.0,84,29,0.5,1,18
51.5,55,29,0.5,2,18
51.5,82,29,0.5,1,18
52.0,53,29,0.5,2,18
52.0,65,29,0.5,1,18
52.0,69,29,0.5,1,18
52.0,72,29,0.5,1,18
52.0,81,29,0.5,1,18
52.5,58,30,0.5,2,18
52.5,64,30,0.5,1,18
52.5,67,30,0.5,1,18
52.5,72,30,0.5,1,18
52.5,79,30,0.5,1,18
53.0,57,30,0.5,2,18
53.0,60,30,0.5,1,18
53.0,65,30,0.5,1,18
53.0,72,30,0.5,1,18
53.0,77,30,0.5,1,18
53.5,55,30,0.5,2,18
53.5,60,30,0.5,1,18
53.5,64,30,0.5,1,18
53.5,70,30,0.5,1,18
53.5,76,30,0.5,1,18
54.0,53,30,2.0,2,19
54.0,60,30,2.0,1,19
54.0,65,30,2.0,1,19
54.0,69,30,2.0,1,19
54.0,81,30,0.5,1,19
54.5,79,30,0.5,1,19
55.0,77,30,0.5,1,19
55.5,76,30,0.5,1,19
56.0,54,30,1.0,2,19
56.0,60,30,1.0,1,19
56.0,62,30,1.0,1,19
56.0,69,30,1.0,1,19
56.0,74,30,0.5,1,19
56.5,76,31,0.25,1,19
56.75,72,31,0.25,1,19
57.0,55,31,0.5,2,20
57.0,59,31,1.0,1,20
57.0,62,31,1.0,1,20
57.0,67,31,1.0,1,20
57.0,71,31,1.0,1,20
57.5,53,31,0.5,2,20
58.0,52,31,0.5,2,20
58.0,60,31,1.0,1,20
58.0,67,31,1.0,1,20
58.0,79,31,1.5,1,20
58.5,50,31,0.5,2,20
59.0,52,31,0.5,2,20
59.0,58,31,0.5,1,20
59.0,67,31,0.5,1,20
59.5,48,31,0.5,2,20
59.5,60,31,0.5,1,20
59.5,64,31,0.5,1,20
59.5,67,32,0.5,1,20
59.5,70,32,0.5,1,20
60.0,53,32,0.5,2,21
60.0,57,32,1.0,1,21
60.0,60,32,1.0,1,21
60.0,65,32,1.0,1,21
60.0,69,32,1.0,1,21
60.5,55,32,0.5,2,21
61.0,53,32,0.5,2,21
61.0,60,32,1.5,1,21
61.0,65,32,1.5,1,21
61.0,69,32,1.5,1,21
61.0,77,32,1.5,1,21
61.5,52,32,0.5,2,21
62.0,50,32,0.5,2,21
62.5,48,32,0.5,2,21
62.5,60,32,0.5,1,21
62.5,65,32,0.5,1,21
62.5,69,33,0.5,1,21
62.5,69,33,0.5,1,21
63.0,47,33,0.5,2,22
63.0,62,33,1.0,1,22
63.0,65,33,1.0,1,22
63.0,67,33,1.5,1,22
63.5,45,33,0.5,2,22
64.0,47,33,0.5,2,22
64.0,62,33,0.5,1,22
64.0,67,33,0.5,1,22
64.5,43,33,0.5,2,22
64.5,65,33,0.5,1,22
