-0.5,78,10,0.5,1,1
0.0,83,10,0.25,1,2
0.25,81,11,0.25,1,2
0.5,83,11,0.5,1,2
1.0,78,12,0.5,1,2
1.5,54,12,0.5,2,2
1.5,66,12,0.5,1,2
1.5,71,12,0.5,1,2
1.5,74,12,0.5,1,2
1.5,74,12,0.5,1,2
2.0,59,13,0.25,2,3
2.0,66,13,1.5,1,3
2.0,71,13,1.5,1,3
2.0,71,14,1.5,1,3
2.0,74,14,1.5,1,3
2.25,57,14,0.25,2,3
2.5,59,14,0.5,2,3
3.0,54,14,0.5,2,3
3.5,50,14,0.5,2,3
3.5,66,14,0.5,1,3
3.5,71,14,0.5,1,3
3.5,73,14,0.16666667,1,3
3.6666667,74,14,0.16666667,1,3
3.8333333,76,14,0.16666667,1,3
4.0,47,14,1.0,2,4
4.0,66,14,1.0,1,4
4.0,71,14,1.0,1,4
4.0,74,14,1.0,1,4
4.0,78,14,0.5,1,4
4.5,76,14,0.25,1,4
4.75,78,15,0.25,1,4
5.0,79,15,0.5,1,4
5.5,52,15,0.5,2,4
5.5,67,15,0.5,1,4
5.5,71,15,0.5,1,4
5.5,71,15,0.5,1,4
5.5,76,15,0.5,1,4
6.0,54,15,0.25,2,5
6.0,66,15,1.5,1,5
6.0,70,15,0.5,1,5
6.0,70,15,1.5,1,5
6.0,73,15,1.5,1,5
6.25,52,15,0.25,2,5
6.5,54,15,0.5,2,5
6.5,66,15,0.5,1,5
7.0,42,15,0.5,2,5
7.5,54,15,0.5,2,5
7.5,66,15,0.5,1,5
7.5,70,16,0.5,1,5
7.5,73,16,0.5,1,5
7.5,73,16,0.5,1,5
8.0,59,16,1.0,2,6
8.0,66,16,1.0,1,6
8.0,71,16,1.0,1,6
8.0,74,16,0.5,1,6
8.0,74,16,1.0,1,6
8.5,73,16,0.25,1,6
8.75,74,16,0.25,1,6
9.0,76,16,0.5,1,6
9.5,74,16,0.5,1,6
10.0,55,16,1.0,2,7
10.0,67,16,1.0,1,7
10.0,71,16,1.0,1,7
10.0,74,16,0.5,1,7
10.0,74,16,1.0,1,7
10.5,73,16,0.25,1,7
10.75,74,16,0.25,1,7
11.0,76,16,0.5,1,7
11.5,74,16,0.5,1,7
12.0,53,16,1.0,2,8
12.0,67,16,1.0,1,8
12.0,73,16,1.0,1,8
12.0,74,17,0.5,1,8
12.5,73,17,0.25,1,8
12.75,74,17,0.25,1,8
13.0,83,17,0.5,1,8
